Symbol,Name,Last Sale,Net Change,% Change,Market Cap,Country,IPO Year,Volume,Sector,Industry
NNN,NNN REIT Inc. Common Stock,$38.20,-0.02,-0.052%,6969225992.00,United States,,847569,Real Estate,Real Estate Investment Trusts
NREF,NexPoint Real Estate Finance Inc. Common Stock,$15.63,0.59,3.923%,269334800.00,United States,2020,25321,Real Estate,Real Estate Investment Trusts
NSA,National Storage Affiliates Trust Common Shares of Beneficial Interest,$30.36,-0.11,-0.361%,2522321916.00,United States,2015,761351,Real Estate,Real Estate Investment Trusts
NTST,NetSTREIT Corp. Common Stock,$15.10,-0.04,-0.264%,1037388467.00,United States,2020,410266,Real Estate,Real Estate Investment Trusts
NXRT,NexPoint Residential Trust Inc. Common Stock,$30.07,0.70,2.383%,772026592.00,United States,2015,119709,Real Estate,Real Estate Investment Trusts
NYMT,New York Mortgage Trust Inc. Common Stock,$7.93,0.10,1.277%,719117998.00,United States,,577059,Real Estate,Real Estate Investment Trusts
NYMTL,New York Mortgage Trust Inc. 6.875% Series F Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock $0.01 par value per share,$18.75,0.06,0.321%,1700310525.00,United States,,3349,Real Estate,Real Estate Investment Trusts
NYMTM,New York Mortgage Trust Inc. 7.875% Series E Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,$22.13,0.03,0.136%,2006819836.00,United States,,5614,Real Estate,Real Estate Investment Trusts
NYMTN,New York Mortgage Trust Inc. 8.00% Series D Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,$19.80,0.30,1.538%,1795527914.00,United States,,1849,Real Estate,Real Estate Investment Trusts
NYMTZ,New York Mortgage Trust Inc. 7.000% Series G Cumulative Redeemable Preferred Stock $0.01 par value per share,$16.22,-0.08,-0.491%,1470881958.00,United States,,589,Real Estate,Real Estate Investment Trusts
O,Realty Income Corporation Common Stock,$50.06,-0.11,-0.219%,36239617619.00,United States,,5058106,Real Estate,Real Estate Investment Trusts
OHI,Omega Healthcare Investors Inc. Common Stock,$31.74,0.84,2.718%,7776096515.00,United States,1992,1636827,Real Estate,Real Estate Investment Trusts
OLP,One Liberty Properties Inc. Common Stock,$18.85,0.40,2.168%,397088275.00,United States,1986,74509,Real Estate,Real Estate Investment Trusts
ONL,Orion Office REIT Inc. Common Stock,$5.00,-0.02,-0.398%,283478455.00,United States,2021,699746,Real Estate,Real Estate Investment Trusts
OPI,Office Properties Income Trust Common Shares of Beneficial Interest,$4.82,0.07,1.474%,235003371.00,United States,,1012858,Real Estate,Real Estate Investment Trusts
ORC,Orchid Island Capital Inc. Common Stock,$6.90,0.13,1.92%,361092911.00,United States,2013,950075,Real Estate,Real Estate Investment Trusts
OUT,OUTFRONT Media Inc. Common Stock,$11.42,-0.02,-0.175%,1884866044.00,United States,2014,1983229,Real Estate,Real Estate Investment Trusts
PCH,PotlatchDeltic Corporation Common Stock,$45.07,0.70,1.578%,3576935480.00,United States,,293769,Real Estate,Real Estate Investment Trusts
PDM,Piedmont Office Realty Trust Inc. Class A Common Stock,$5.62,0.04,0.717%,695269437.00,United States,,1073304,Real Estate,Building operators
PEAK,Healthpeak Properties Inc. Common Stock,$15.94,0.21,1.335%,8720365203.00,United States,,5939899,Real Estate,Real Estate Investment Trusts
PEB,Pebblebrook Hotel Trust Common Shares of Beneficial Interest,$11.65,0.02,0.172%,1403846681.00,United States,2009,1592101,Real Estate,Real Estate Investment Trusts
PECO,Phillips Edison & Company Inc. Common Stock,$33.58,0.62,1.881%,4016168000.00,United States,2021,597955,Real Estate,Real Estate Investment Trusts
PGRE,Paramount Group Inc. Common Stock,$4.40,0.14,3.286%,956355431.00,United States,2014,1963132,Real Estate,Real Estate Investment Trusts
PINE,Alpine Income Property Trust Inc. Common Stock,$15.26,0.25,1.666%,209061405.00,United States,2019,49031,Real Estate,Real Estate Investment Trusts
PKST,Peakstone Realty Trust Common Shares,$14.10,0.29,2.10%,507290110.00,United States,2023,375322,Real Estate,Real Estate Investment Trusts
PLD,Prologis Inc. Common Stock,$104.55,1.27,1.23%,96601168050.00,United States,,2385580,Real Estate,Real Estate Investment Trusts
PLYM,Plymouth Industrial REIT Inc. Common Stock,$21.01,0.23,1.107%,950706366.00,United States,2017,134900,Real Estate,Real Estate Investment Trusts
PMT,PennyMac Mortgage Investment Trust Common Shares of Beneficial Interest,$13.55,0.13,0.969%,1173755796.00,United States,2009,493423,Real Estate,Real Estate Investment Trusts
PSA,Public Storage Common Stock,$244.78,-1.83,-0.742%,43041175734.00,United States,,1430421,Real Estate,Real Estate Investment Trusts
PSTL,Postal Realty Trust Inc. Class A Common Stock,$13.75,0.15,1.103%,298574238.00,United States,2019,91821,Real Estate,Real Estate Investment Trusts
PW,Power REIT (MD) Common Stock,$0.6906,-0.0219,-3.074%,2340900.00,United States,1998,52824,Real Estate,Real Estate Investment Trusts
QSG,QuantaSing Group Limited American Depositary Shares,$2.32,-0.18,-7.20%,128078273.00,China,2023,31265,Real Estate,Other Consumer Services
RC,Ready Capital Corproation Common Stock,$9.75,0.01,0.103%,1678215523.00,United States,2013,1124366,Real Estate,Real Estate Investment Trusts
RCB,Ready Capital Corporation 6.20% Senior Notes due 2026,$23.60,0.04,0.17%,4062142188.00,United States,2019,1515,Real Estate,Real Estate Investment Trusts
RCC,Ready Capital Corporation 5.75% Senior Notes due 2026,$23.65,0.065,0.276%,4070748422.00,United States,2021,3052,Real Estate,Real Estate Investment Trusts
REFI,Chicago Atlantic Real Estate Finance Inc. Common Stock,$15.41,0.25,1.649%,280188334.00,United States,2021,48506,Real Estate,Real Estate Investment Trusts
REG,Regency Centers Corporation Common Stock,$60.45,1.04,1.751%,11157920301.00,United States,1993,672056,Real Estate,Real Estate Investment Trusts
REXR,Rexford Industrial Realty Inc. Common Stock,$45.09,0.55,1.235%,9518378114.00,United States,2013,850121,Real Estate,Real Estate Investment Trusts
RHE,Regional Health Properties Inc. Common Stock,$1.57,0.03,1.948%,2956354.00,,2017,11895,Real Estate,Real Estate
RHP,Ryman Hospitality Properties Inc. (REIT),$94.10,1.95,2.116%,5618569756.00,United States,,310933,Real Estate,Real Estate Investment Trusts
RITM,Rithm Capital Corp. Common Stock,$9.78,0.09,0.929%,4725833517.00,United States,,1986667,Real Estate,Real Estate Investment Trusts
RLJ,RLJ Lodging Trust Common Shares of Beneficial Interest $0.01 par value,$9.90,0.08,0.815%,1542859144.00,United States,2011,798248,Real Estate,Real Estate Investment Trusts
ROIC,Retail Opportunity Investments Corp. Common Stock (MD),$12.02,0.12,1.008%,1514541576.00,United States,,1221586,Real Estate,Real Estate Investment Trusts
RPT,RPT Realty Common Stock,$10.76,0.11,1.033%,933575475.00,United States,,845679,Real Estate,Real Estate Investment Trusts
RWT,Redwood Trust Inc. Common Stock,$6.58,0.07,1.075%,780626867.00,United States,1995,677995,Real Estate,Real Estate Investment Trusts
RYN,Rayonier Inc. REIT Common Stock,$28.52,0.29,1.027%,4229309487.00,United States,,393750,Real Estate,Real Estate Investment Trusts
SACC,Sachem Capital Corp. 6.875% Notes due 2024,$24.06,0.00,0.00%,1091035082.00,United States,2019,51,Real Estate,Real Estate Investment Trusts
SACH,Sachem Capital Corp. Common Shares,$3.43,0.00,0.00%,155538251.00,United States,2017,136379,Real Estate,Real Estate Investment Trusts
SAFE,Safehold Inc. New Common Stock ,$16.92,0.31,1.866%,1202443150.00,United States,2023,650813,Real Estate,Real Estate Investment Trusts
SBAC,SBA Communications Corporation Class A Common Stock,$218.99,0.59,0.27%,23626180919.00,United States,1999,620638,Real Estate,Real Estate Investment Trusts
SBRA,Sabra Health Care REIT Inc. Common Stock,$14.14,0.50,3.666%,3269444055.00,United States,,1965673,Real Estate,Real Estate Investment Trusts
SCCB,Sachem Capital Corp. 7.125% Notes due 2024,$24.851,0.051,0.206%,1126904107.00,United States,2019,1895,Real Estate,Real Estate Investment Trusts
SCCC,Sachem Capital Corp. 7.75% Notes due 2025,$23.90,0.0105,0.044%,1083779653.00,United States,2020,5142,Real Estate,Real Estate Investment Trusts
SCCD,Sachem Capital Corp. 6.00% Notes due 2026,$21.12,0.08,0.38%,957716580.00,United States,,305,Real Estate,Real Estate Investment Trusts
SCCE,Sachem Capital Corp. 6.00% Notes due 2027,$20.8273,0.0773,0.373%,944443681.00,United States,2022,16010,Real Estate,Real Estate Investment Trusts
SCCF,Sachem Capital Corp. 7.125% Notes due 2027,$21.58,-0.025,-0.116%,978575938.00,United States,2022,2785,Real Estate,Real Estate Investment Trusts
SCCG,Sachem Capital Corp. 8.00% Notes due 2027,$22.6501,0.00,0.00%,1027101151.00,United States,2022,66,Real Estate,Real Estate Investment Trusts
SELF,Global Self Storage Inc. Common Stock,$4.60,-0.05,-1.075%,51261977.00,United States,,24173,Real Estate,Real Estate Investment Trusts
SEVN,Seven Hills Realty Trust Common Stock,$10.90,0.08,0.739%,161444369.00,United States,,23836,Real Estate,Real Estate Investment Trusts
SITC,SITE Centers Corp. Common Stock,$13.05,0.30,2.353%,2731594067.00,United States,,4557181,Real Estate,Real Estate Investment Trusts
SKT,Tanger Factory Outlet Centers Inc. Common Stock,$24.59,0.56,2.33%,2590621885.00,United States,1993,1144400,Real Estate,Real Estate Investment Trusts
SLG,SL Green Realty Corp Common Stock,$31.02,0.42,1.373%,2007723187.00,United States,1997,965843,Real Estate,Real Estate Investment Trusts
SOHO,Sotherly Hotels Inc. Common Stock,$1.56,-0.04,-2.50%,30124853.00,United States,,58650,Real Estate,Real Estate Investment Trusts
SOHOB,Sotherly Hotels Inc. 8.0% Series B Cumulative Redeemable Perpetual Preferred Stock,$22.75,0.08,0.353%,439320768.00,United States,,2002,Real Estate,Real Estate Investment Trusts
SOHON,Sotherly Hotels Inc. 8.25% Series D Cumulative Redeemable Perpetual Preferred Stock,$22.25,0.00,0.00%,429665367.00,United States,,1,Real Estate,Real Estate Investment Trusts
SOHOO,Sotherly Hotels Inc. 7.875% Series C Cumulative Redeemable Perpetual Preferred Stock,$22.80,0.00,0.00%,440286308.00,United States,,18,Real Estate,Real Estate Investment Trusts
SPG,Simon Property Group Inc. Common Stock,$115.33,1.54,1.353%,37626114141.00,United States,,906600,Real Estate,Real Estate Investment Trusts
SQFT,Presidio Property Trust Inc. Class A Common Stock,$0.6128,0.0328,5.655%,844509.00,United States,2020,22815,Real Estate,Real Estate Investment Trusts
SQFTP,Presidio Property Trust Inc. 9.375% Series D Cumulative Redeemable Perpetual Preferred Stock $0.01 par value per share,$12.75,-0.50,-3.774%,167687541.00,United States,,8114,Real Estate,Real Estate Investment Trusts
SQFTW,Presidio Property Trust Inc. Series A Common Stock Purchase Warrants,$0.0222,0.0027,13.846%,291974.00,United States,,6276,Real Estate,Real Estate Investment Trusts
SRC,Spirit Realty Capital Inc. Common Stock,$38.07,-0.15,-0.392%,5380479469.00,United States,2013,1146511,Real Estate,Real Estate Investment Trusts
STAG,Stag Industrial Inc. Common Stock,$34.58,0.25,0.728%,6278721791.00,United States,2011,450399,Real Estate,Real Estate Investment Trusts
STG,Sunlands Technology Group American Depositary Shares representing Class A ordinary shares,$6.08,-0.4769,-7.273%,84225510.00,,2018,1331,Real Estate,Other Consumer Services
STHO,Star Holdings Shares of Beneficial Interest,$11.28,0.12,1.075%,150244547.00,United States,,70579,Real Estate,Real Estate
STRA,Strategic Education Inc. Common Stock,$87.63,-0.37,-0.42%,2139560497.00,United States,1996,96751,Real Estate,Other Consumer Services
STRS,Stratus Properties Inc. Common Stock,$27.095,-0.395,-1.437%,216684540.00,United States,,11783,Real Estate,Homebuilding
STRW,Strawberry Fields REIT Inc. Common Stock,$6.91,-0.06,-0.861%,43988065.00,,2023,424,Real Estate,Real Estate Investment Trusts
STWD,STARWOOD PROPERTY TRUST INC. Starwood Property Trust Inc.,$19.17,0.19,1.001%,6004543340.00,United States,2009,1969306,Real Estate,Real Estate Investment Trusts
SUI,Sun Communities Inc. Common Stock,$114.72,0.33,0.288%,14276357703.00,United States,1993,1346470,Real Estate,Real Estate Investment Trusts
SVC,Service Properties Trust Common Stock,$7.03,0.12,1.737%,1165364787.00,United States,,1001134,Real Estate,Real Estate Investment Trusts
TAL,TAL Education Group American Depositary Shares,$9.40,0.14,1.512%,5987322170.00,China,,3414783,Real Estate,Other Consumer Services
TCI,Transcontinental Realty Investors Inc. Common Stock,$30.06,0.06,0.20%,259697839.00,United States,,2465,Real Estate,Real Estate Investment Trusts
TEDU,Tarena International Inc. American Depositary Shares,$1.80,-0.03,-1.639%,19358622.00,China,2014,303,Real Estate,Other Consumer Services
TPHS,Trinity Place Holdings Inc. Common Stock,$0.384,-0.0106,-2.686%,14631859.00,,,945,Real Estate,Building operators
TPTA,Terra Property Trust Inc. 6.00% Notes due 2026,$17.50,-0.90,-4.891%,425870008.00,,2021,3568,Real Estate,Real Estate Investment Trusts
TRTX,TPG RE Finance Trust Inc. Common Stock,$5.52,-0.04,-0.719%,429096019.00,United States,2017,325311,Real Estate,Real Estate Investment Trusts
TWO,Two Harbors Investment Corp,$12.99,0.13,1.011%,1249480457.00,United States,,523784,Real Estate,Real Estate Investment Trusts
TWOA,two Class A Ordinary Shares,$10.51,-0.02,-0.19%,0.00,Cayman Islands,2021,8708,Real Estate,Real Estate Investment Trusts
UDMY,Udemy Inc. Common Stock,$12.975,0.305,2.407%,1989449406.00,United States,2021,1123141,Real Estate,Other Consumer Services
UDR,UDR Inc. Common Stock,$32.76,0.77,2.407%,10775685670.00,United States,,2656772,Real Estate,Real Estate Investment Trusts
UHT,Universal Health Realty Income Trust Common Stock,$39.12,-0.03,-0.077%,540757833.00,United States,,48427,Real Estate,Real Estate Investment Trusts
UMH,UMH Properties Inc. Common Stock,$14.50,0.01,0.069%,962773059.00,United States,1994,377621,Real Estate,Real Estate Investment Trusts
UNIT,Uniti Group Inc. Common Stock,$4.74,-0.04,-0.837%,1131305763.00,United States,,1219297,Real Estate,Real Estate Investment Trusts
VICI,VICI Properties Inc. Common Stock,$28.46,0.35,1.245%,29442783708.00,United States,2018,8539206,Real Estate,Real Estate Investment Trusts
VNO,Vornado Realty Trust Common Stock,$20.51,0.07,0.342%,3903499216.00,United States,,1470880,Real Estate,Real Estate Investment Trusts
VRE,Veris Residential Inc. Common Stock,$13.95,0.05,0.36%,1286490288.00,United States,,647369,Real Estate,Real Estate Investment Trusts
VSTA,Vasta Platform Limited Class A Ordinary Shares,$4.17,0.17,4.25%,75935700.00,Brazil,2020,4700,Real Estate,Other Consumer Services
VTR,Ventas Inc. Common Stock,$42.56,0.48,1.141%,17125324592.00,United States,,1795259,Real Estate,Real Estate Investment Trusts
VTRU,Vitru Limited Common Shares,$11.87,0.29,2.504%,401087300.00,Brazil,2020,29218,Real Estate,Other Consumer Services
WAFU,Wah Fu Education Group Limited Ordinary Shares,$1.74,-0.10,-5.435%,7674373.00,China,2019,2625,Real Estate,Other Consumer Services
WELL,Welltower Inc. Common Stock,$85.98,1.34,1.583%,46082625024.00,United States,,4190372,Real Estate,Real Estate Investment Trusts
WHLR,Wheeler Real Estate Investment Trust Inc. Common Stock,$0.2436,0.0088,3.748%,786022.00,United States,2012,2553047,Real Estate,Real Estate Investment Trusts
WHLRD,Wheeler Real Estate Investment Trust Inc. Series D Cumulative Preferred Stock,$14.40,0.40,2.857%,46464350.00,United States,,12015,Real Estate,Real Estate Investment Trusts
WHLRL,Wheeler Real Estate Investment Trust Inc. 7.00% Senior Subordinated Convertible Notes Due 2031,$58.00,-0.04,-0.069%,187148078.00,United States,,1301,Real Estate,Real Estate Investment Trusts
WHLRP,Wheeler Real Estate Investment Trust Inc. Class B Preferred Stock,$1.38,0.00,0.00%,4452834.00,United States,,1543,Real Estate,Real Estate Investment Trusts
WPC,W. P. Carey Inc. REIT,$54.13,-0.15,-0.276%,11836708540.00,United States,,857232,Real Estate,Real Estate Investment Trusts
WSR,Whitestone REIT Common Shares,$10.36,0.07,0.68%,513705894.00,United States,2010,326046,Real Estate,Real Estate Investment Trusts
WY,Weyerhaeuser Company Common Stock,$30.15,0.40,1.345%,22009530150.00,United States,,2830912,Real Estate,Real Estate Investment Trusts
XHR,Xenia Hotels & Resorts Inc. Common Stock,$11.99,0.23,1.956%,1261360697.00,United States,2015,732812,Real Estate,Real Estate Investment Trusts
YQ,17 Education & Technology Group Inc. American Depositary Shares,$0.6151,-0.0149,-2.365%,29982147.00,China,2020,55536,Real Estate,Other Consumer Services
ZCMD,Zhongchao Inc. Class A Ordinary Shares,$1.03,-0.01,-0.962%,21125300.00,China,2020,1386,Real Estate,Other Consumer Services
